match_id,date_time,game_duration,game_type,set_name,set_number,map_id,player_nick,win,level,gold_left,placement,players_eliminated,time_eliminated,damage_to_players,trait_name,trait_num_units,trait_style,trait_current_tier,trait_total_tier
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Brawler,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_DarkChild,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Demacia,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Ionia,7,4,3,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Rapidfire,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Slayer,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Sorcerer,4,2,2,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_TheBoss,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,PoucaTatica#3134,false,9,15,7,0,1653.047974,62,TFT16_Warden,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Bilgewater,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Brawler,7,4,3,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Caretaker,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Freljord,2,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Ionia,2,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Noxus,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Targon,1,4,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Warden,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Alissonrds#GLHF,true,9,40,1,3,2434.192139,170,TFT16_Zaun,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Defender,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Demacia,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Gunslinger,1,0,0,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_HexMech,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Invoker,1,0,0,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Juggernaut,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Longshot,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Magus,1,0,0,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Noxus,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Piltover,6,4,3,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Sorcerer,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Targon,1,4,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Warden,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Khanm#br1,true,9,40,2,1,2434.192139,150,TFT16_Zaun,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Brawler,4,2,2,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Defender,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Freljord,3,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Invoker,2,1,1,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Ionia,3,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_RuneMage,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Targon,1,4,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,Exoddia#MOGe,false,9,7,5,1,1923.667358,71,TFT16_Yordle,2,1,1,5
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Explorer,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Harvester,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Juggernaut,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_KindredUnique,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Noxus,3,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Rapidfire,2,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_ShyvanaUnique,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Sorcerer,1,0,0,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Targon,1,4,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,048costa#br1,false,9,1,8,0,1659.107056,50,TFT16_Vanquisher,2,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Defender,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Demacia,7,4,3,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Heroic,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Ionia,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Juggernaut,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_KaisaUnique,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Longshot,3,2,2,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Noxus,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Sorcerer,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Void,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Warden,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,EXO#DNILO,true,9,1,3,1,2325.489258,146,TFT16_Yordle,2,1,1,5
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Bilgewater,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Defender,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Freljord,3,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Gunslinger,2,1,1,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Juggernaut,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_KindredUnique,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Noxus,1,0,0,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Piltover,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Rapidfire,2,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Soulbound,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Warden,3,2,2,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Yordle,1,0,0,5
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,O Chico Muletas#CPX,true,9,0,4,1,1904.842041,106,TFT16_Zaun,5,2,2,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Bilgewater,3,1,1,4
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Blacksmith,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Brawler,2,1,1,3
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Glutton,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Gunslinger,2,1,1,2
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Harvester,1,3,1,1
BR1_3185117694,2025-12-30 20:17,2442.445801,standard,TFTSet16,16,22,SwiftSword#br1,false,9,7,6,0,1734.705200,72,TFT16_Ionia,1,0,0,4
